Cl10g00098,Rpu1g6298,Rpu2g5747,Rpu3g1114,Rpu3g12879,,Rte2g2289
Cl10g00099,,Rpu2g5748,Rpu3g1113,Rpu3g12880,Rbr4g2274,Rte2g2290
Cl10g00100,Rpu1g6299,Rpu2g5749,Rpu3g1112,Rpu3g12881,Rbr4g2275,Rte2g2291
Cl10g00101,Rpu1g6302,Rpu2g5752,Rpu3g1108,Rpu3g12884,Rbr4g2278,Rte2g2295
Cl10g00102,Rpu1g6303,Rpu2g5753,Rpu3g1107,Rpu3g12885,Rbr4g2279,Rte2g2296
Cl10g00103,Rpu1g6305,Rpu2g5755,Rpu3g1105,Rpu3g12887,Rbr4g2281,Rte2g2298
Cl10g00104,Rpu1g6306,Rpu2g5756,,Rpu3g12888,Rbr4g2283,Rte2g2300
Cl10g00105,,,Rpu3g1104,,,
Cl10g00106,Rpu1g6307,Rpu2g5757,Rpu3g1103,Rpu3g12889,Rbr4g2284,Rte2g2302
Cl10g00107,Rpu1g6308,Rpu2g5758,Rpu3g1102,Rpu3g12891,Rbr4g2285,Rte2g2303
Cl10g00108,Rpu1g6309,Rpu2g5759,Rpu3g1101,Rpu3g12892,Rbr4g2286,Rte2g2304
Cl10g00109,Rpu1g6310,Rpu2g5760,Rpu3g1100,Rpu3g12893,Rbr4g2287,Rte2g2305
Cl10g00110,Rpu1g6311,Rpu2g5761,Rpu3g1099,Rpu3g12894,Rbr4g2288,Rte2g2306
Cl10g00111,Rpu1g6312,Rpu2g5762,,Rpu3g12895,Rbr4g2289,Rte2g2307
Cl10g00112,Rpu1g6313,Rpu2g5763,Rpu3g1098,Rpu3g12896,,
Cl10g00113,Rpu1g6314,Rpu2g5764,Rpu3g1097,Rpu3g12897,Rbr4g2291,
Cl10g00114,Rpu1g6315,Rpu2g5767,Rpu3g1096,,Rbr4g2292,Rte2g2309
Cl10g00115,Rpu1g6318,Rpu2g5770,Rpu3g1093,Rpu3g12901,Rbr4g2295,Rte2g2314
Cl10g00116,,,,,,
Cl10g00117,Rpu1g6322,Rpu2g5773,,Rpu3g12904,Rbr4g2297,
Cl10g00118,,Rpu2g5774,Rpu3g1090,,,
Cl10g00119,Rpu1g6323,Rpu2g5775,Rpu3g1089,Rpu3g12905,Rbr4g2298,Rte2g2316
Cl10g00120,Rpu1g6324,Rpu2g5776,Rpu3g1088,Rpu3g12906,Rbr4g2299,Rte2g2318
Cl10g00121,Rpu1g6325,Rpu2g5777,Rpu3g1087,Rpu3g12907,Rbr4g2300,Rte2g2319
Cl10g00122,Rpu1g6326,Rpu2g5778,Rpu3g1086,Rpu3g12908,Rbr4g2301,Rte2g2320
Cl10g00123,Rpu1g6327,Rpu2g5779,,Rpu3g12909,Rbr4g2302,Rte2g2321
Cl10g00124,,,Rpu3g1085,,,
Cl10g00125,Rpu1g6348,Rpu2g5781,Rpu3g1084,Rpu3g12912,Rbr4g2304,Rte2g2323
Cl10g00126,Rpu1g6345,Rpu2g5784,Rpu3g1081,Rpu3g12915,Rbr4g2305,Rte2g2325
Cl10g00127,,,,,,
Cl10g00128,Rpu1g6344,Rpu2g5785,Rpu3g1080,Rpu3g12916,Rbr4g2306,Rte2g2326
Cl10g00129,,,,,,
Cl10g00130,Rpu1g6343,Rpu2g5786,Rpu3g1079,Rpu3g12917,Rbr4g2308,Rte2g2327
Cl10g00131,Rpu1g6342,Rpu2g5787,Rpu3g1078,Rpu3g12918,Rbr4g2309,Rte2g2328
Cl10g00132,Rpu1g6341,Rpu2g5788,Rpu3g1077,Rpu3g12919,,Rte2g2329
Cl10g00133,Rpu1g6339,Rpu2g5790,Rpu3g1075,,Rbr4g2311,Rte2g2330
Cl10g00134,Rpu1g6338,Rpu2g5792,Rpu3g1073,Rpu3g12923,Rbr4g2314,Rte2g2333
Cl10g00135,,,,,,
Cl10g00136,,Rpu2g5794,,,Rbr4g2316,Rte2g2335
Cl10g00137,Rpu1g6336,Rpu2g5795,Rpu3g1070,Rpu3g12925,Rbr4g2317,Rte2g2336
Cl10g00138,,,,,,
Cl10g00139,Rpu1g6334,Rpu2g5796,Rpu3g1069,Rpu3g12926,Rbr4g2318,Rte2g2337
Cl10g00140,Rpu1g6333,Rpu2g5797,Rpu3g1068,Rpu3g12927,Rbr4g2320,Rte2g2338
Cl10g00141,Rpu1g6331,Rpu2g5799,Rpu3g1066,Rpu3g12928,Rbr4g2322,Rte2g2340
Cl10g00142,Rpu1g6330,Rpu2g5800,Rpu3g1065,,Rbr4g2323,Rte2g2341
Cl10g00143,Rpu1g6353,Rpu2g5806,Rpu3g1059,Rpu3g12934,Rbr4g2330,Rte2g2352
Cl10g00144,,,,Rpu3g12937,Rbr4g2334,Rte2g2355
Cl10g00145,Rpu1g6357,,,Rpu3g12938,,Rte2g2357
Cl10g00146,,,,,,
Cl10g00147,,,,,,
Cl10g00148,,,,,,
Cl10g00149,,,,,,
Cl10g00150,,,,,,
Cl10g00151,,,,,,
Cl10g00152,Rpu1g6358,Rpu2g5810,Rpu3g1054,Rpu3g12939,Rbr4g2335,Rte2g2358
Cl10g00153,,,,,,
Cl10g00154,Rpu1g6359,Rpu2g5811,Rpu3g1053,Rpu3g12940,Rbr4g2336,Rte2g2359
Cl10g00155,,,,,,
Cl10g00156,Rpu1g6360,Rpu2g5812,Rpu3g1052,Rpu3g12941,Rbr4g2337,Rte2g2360
Cl10g00157,Rpu1g6361,Rpu2g5813,,Rpu3g12942,Rbr4g2338,Rte2g2361
Cl10g00158,,,,,,
Cl10g00159,Rpu1g6362,Rpu2g5814,Rpu3g1051,Rpu3g12943,Rbr4g2339,Rte2g2362
Cl10g00160,,Rpu2g5815,Rpu3g1050,Rpu3g12944,,
Cl10g00161,Rpu1g6363,Rpu2g5816,Rpu3g1049,Rpu3g12945,Rbr4g2340,Rte2g2363
Cl10g00162,Rpu1g6364,Rpu2g5818,Rpu3g1048,Rpu3g12946,Rbr4g2341,Rte2g2364
Cl10g00163,Rpu1g6365,Rpu2g5819,Rpu3g1047,Rpu3g12947,Rbr4g2342,Rte2g2365
Cl10g00164,Rpu1g6366,Rpu2g5820,Rpu3g1046,Rpu3g12948,Rbr4g2343,Rte2g2366
Cl10g00165,,,,,,
Cl10g00166,,Rpu2g5812,,Rpu3g12941,,
Cl10g00167,,Rpu2g5813,,Rpu3g12942,,
Cl10g00168,,,,,,
Cl10g00169,,Rpu2g5814,Rpu3g1051,Rpu3g12943,,
Cl10g00170,,Rpu2g5815,Rpu3g1050,Rpu3g12944,,
Cl10g00171,,Rpu2g5816,Rpu3g1049,Rpu3g12945,,
Cl10g00172,,Rpu2g5819,Rpu3g1047,,,
Cl10g00173,,,,,,
Cl10g00174,Rpu1g6334,Rpu2g5796,Rpu3g1069,Rpu3g12926,Rbr4g2318,Rte2g2337
Cl10g00175,Rpu1g6333,Rpu2g5797,Rpu3g1068,Rpu3g12927,Rbr4g2320,Rte2g2338
Cl10g00176,Rpu1g6332,Rpu2g5798,Rpu3g1067,,Rbr4g2321,Rte2g2339
Cl10g00177,Rpu1g6331,Rpu2g5799,Rpu3g1066,Rpu3g12928,Rbr4g2322,Rte2g2340
Cl10g00178,Rpu1g6330,Rpu2g5800,Rpu3g1065,,Rbr4g2323,Rte2g2341
Cl10g00179,,Rpu2g5806,Rpu3g1059,Rpu3g12934,Rbr4g2330,Rte2g2352
Cl10g00180,,,,Rpu3g12937,Rbr4g2334,Rte2g2355
Cl10g00181,,,,Rpu3g12938,,Rte2g2357
Cl10g00182,Rpu1g6368,Rpu2g5823,Rpu3g1034,Rpu3g12950,Rbr4g2346,Rte2g2369
Cl10g00183,Rpu1g6369,Rpu2g5824,Rpu3g1033,Rpu3g12951,Rbr4g2347,Rte2g2370
Cl10g00184,,,,,,
Cl10g00185,,,,,,
Cl10g00186,Rpu1g6371,Rpu2g5826,Rpu3g1031,Rpu3g12953,Rbr4g2348,Rte2g2372
Cl10g00187,Rpu1g6372,Rpu2g5827,Rpu3g1027,Rpu3g12955,Rbr4g2349,Rte2g2373
Cl10g00188,Rpu1g6374,,Rpu3g1025,Rpu3g12957,Rbr4g2351,Rte2g2375
Cl10g00189,Rpu1g6375,Rpu2g5829,Rpu3g1024,Rpu3g12958,Rbr4g2353,Rte2g2376
Cl10g00190,Rpu1g6376,Rpu2g5830,Rpu3g1022,Rpu3g12960,Rbr4g2354,Rte2g2377
Cl10g00191,Rpu1g6377,Rpu2g5832,Rpu3g1021,Rpu3g12961,Rbr4g2355,Rte2g2378
Cl10g00192,Rpu1g6378,Rpu2g5833,Rpu3g1020,,,
Cl10g00193,,Rpu2g5834,Rpu3g1019,Rpu3g12962,,
Cl10g00194,Rpu1g6380,,Rpu3g1017,Rpu3g12965,,Rte2g2380
Cl10g00195,Rpu1g6381,Rpu2g5838,Rpu3g1016,Rpu3g12966,,Rte2g2381
Cl10g00196,Rpu1g6383,Rpu2g5840,Rpu3g1014,Rpu3g12967,Rbr4g2358,Rte2g2382
Cl10g00197,Rpu1g6384,Rpu2g5841,Rpu3g1013,Rpu3g12968,Rbr4g2359,Rte2g2383
Cl10g00198,Rpu1g6385,Rpu2g5842,Rpu3g1012,Rpu3g12969,Rbr4g2360,Rte2g2384
Cl10g00199,Rpu1g6386,Rpu2g5843,Rpu3g1011,Rpu3g12970,Rbr4g2361,Rte2g2385
Cl10g00200,Rpu1g6388,,,,Rbr4g2363,Rte2g2386
Cl10g00201,Rpu1g6389,Rpu2g5845,Rpu3g1008,Rpu3g12972,Rbr4g2364,Rte2g2387
Cl10g00202,Rpu1g6390,Rpu2g5846,Rpu3g1007,Rpu3g12974,Rbr4g2366,Rte2g2390
Cl10g00203,Rpu1g6392,Rpu2g5848,Rpu3g1004,Rpu3g12979,Rbr4g2369,Rte2g2392
Cl10g00204,Rpu1g6400,Rpu2g5856,Rpu3g0995,Rpu3g12985,Rbr4g2372,Rte2g2403
Cl10g00205,Rpu1g6401,Rpu2g5857,Rpu3g0994,Rpu3g12986,Rbr4g2373,Rte2g2404
Cl10g00206,Rpu1g6402,Rpu2g5858,Rpu3g0993,Rpu3g12987,Rbr4g2375,Rte2g2405
Cl10g00207,Rpu1g6403,Rpu2g5859,Rpu3g0992,Rpu3g12988,Rbr4g2376,Rte2g2406
Cl10g00208,Rpu1g6404,Rpu2g5860,Rpu3g0991,Rpu3g12989,Rbr4g2377,Rte2g2407
Cl10g00209,Rpu1g6405,Rpu2g5862,Rpu3g0990,Rpu3g12990,Rbr4g2378,Rte2g2408
Cl10g00210,Rpu1g6408,Rpu2g5863,Rpu3g0988,Rpu3g12992,Rbr4g2381,Rte2g2409
Cl10g00211,Rpu1g6409,Rpu2g5864,,Rpu3g12994,Rbr4g2382,Rte2g2410
Cl10g00212,,,Rpu3g0987,,,
Cl10g00213,,,,,,
Cl10g00214,Rpu1g6410,Rpu2g5865,Rpu3g0986,Rpu3g12995,Rbr4g2383,Rte2g2411
Cl10g00215,Rpu1g6411,Rpu2g5866,Rpu3g0985,Rpu3g12996,Rbr4g2384,Rte2g2412
Cl10g00216,Rpu1g6412,Rpu2g5867,Rpu3g0984,Rpu3g12997,Rbr4g2385,Rte2g2413
Cl10g00217,Rpu1g6413,Rpu2g5868,Rpu3g0983,Rpu3g12998,Rbr4g2386,Rte2g2414
Cl10g00218,Rpu1g6414,Rpu2g5869,Rpu3g0982,Rpu3g12999,Rbr4g2388,Rte2g2415
Cl10g00219,Rpu1g6415,Rpu2g5870,Rpu3g0981,Rpu3g13000,Rbr4g2389,Rte2g2416
Cl10g00220,,,,,,
Cl10g00221,Rpu1g6416,Rpu2g5871,Rpu3g0980,Rpu3g13001,Rbr4g2390,Rte2g2417
Cl10g00222,Rpu1g6419,Rpu2g5873,Rpu3g0977,Rpu3g13003,Rbr4g2400,Rte2g2423
Cl10g00223,Rpu1g6420,Rpu2g5874,Rpu3g0976,Rpu3g13004,Rbr4g2401,Rte2g2424
Cl10g00224,Rpu1g6421,Rpu2g5875,Rpu3g0975,Rpu3g13006,Rbr4g2403,Rte2g2425
Cl10g00225,,,,,,
Cl10g00226,Rpu1g6427,Rpu2g5879,Rpu3g0969,Rpu3g13012,Rbr4g2405,Rte2g2428
Cl10g00227,Rpu1g6429,Rpu2g5882,Rpu3g0967,Rpu3g13015,Rbr4g2410,Rte2g2430
Cl10g00228,Rpu1g6430,Rpu2g5883,Rpu3g0966,Rpu3g13016,Rbr4g2411,Rte2g2431
Cl10g00229,Rpu1g6435,Rpu2g5890,Rpu3g0961,Rpu3g13021,Rbr4g2414,Rte2g2434
Cl10g00230,,,,,,
Cl10g00231,,Rpu2g5891,Rpu3g0960,Rpu3g13022,Rbr4g2418,Rte2g2435
Cl10g00232,Rpu1g6438,Rpu2g5895,Rpu3g0955,Rpu3g13026,Rbr4g2420,Rte2g2439
Cl10g00233,Rpu1g6439,Rpu2g5896,Rpu3g0954,Rpu3g13027,,Rte2g2440
Cl10g00234,Rpu1g6440,Rpu2g5897,Rpu3g0953,Rpu3g13028,Rbr4g2421,Rte2g2441
Cl10g00235,Rpu1g6445,Rpu2g5903,Rpu3g0946,Rpu3g13035,Rbr4g2429,Rte2g2446
Cl10g00236,,,,,,
Cl10g00237,Rpu1g6446,Rpu2g5904,Rpu3g0945,Rpu3g13037,Rbr4g2430,Rte2g2448
Cl10g00238,Rpu1g6447,Rpu2g5905,Rpu3g0944,Rpu3g13038,Rbr4g2431,Rte2g2449
Cl10g00239,,Rpu2g13839,,Rpu3g13041,,Rte2g2450
Cl10g00240,Rpu1g6450,Rpu2g5908,Rpu3g0941,Rpu3g13042,Rbr4g2432,Rte2g2451
Cl10g00241,Rpu1g6451,Rpu2g5909,Rpu3g0940,Rpu3g13043,Rbr4g2433,Rte2g2452
Cl10g00242,Rpu1g6453,Rpu2g5911,Rpu3g0939,Rpu3g13044,Rbr4g2434,Rte2g2453
Cl10g00243,,,,,,
Cl10g00244,Rpu1g6454,Rpu2g5912,Rpu3g0938,Rpu3g13045,Rbr4g2435,Rte2g2454
Cl10g00245,Rpu1g6456,Rpu2g5914,Rpu3g0937,Rpu3g13047,Rbr4g2436,Rte2g2455
Cl10g00246,Rpu1g6458,Rpu2g5916,Rpu3g0936,Rpu3g13049,Rbr4g2438,Rte2g2456
Cl10g00247,Rpu1g6459,Rpu2g5917,Rpu3g0935,Rpu3g13050,Rbr4g2439,Rte2g2457
Cl10g00248,Rpu1g6460,Rpu2g13828,,,Rbr4g2440,
Cl10g00249,Rpu1g6461,Rpu2g5919,Rpu3g0934,Rpu3g13051,Rbr4g2442,Rte2g2459
Cl10g00250,Rpu1g6462,Rpu2g5920,Rpu3g0933,Rpu3g13052,Rbr4g2445,Rte2g2460
Cl10g00251,Rpu1g6464,Rpu2g5921,Rpu3g0932,Rpu3g13053,Rbr4g2446,Rte2g2461
Cl10g00252,Rpu1g6465,Rpu2g5922,Rpu3g0931,Rpu3g13054,Rbr4g2447,Rte2g2463
Cl10g00253,,,,,,
Cl10g00254,,Rpu2g5923,,Rpu3g13055,Rbr4g2448,Rte2g2465
Cl10g00255,Rpu1g6466,Rpu2g5924,Rpu3g0930,Rpu3g13056,Rbr4g2449,Rte2g2466
Cl10g00256,,Rpu2g13821,Rpu3g0929,,Rbr4g2450,Rte2g2467
Cl10g00257,Rpu1g6468,Rpu2g5927,Rpu3g0927,Rpu3g13058,Rbr4g2451,Rte2g2471
Cl10g00258,Rpu1g6470,,,,Rbr4g2452,
Cl10g00259,Rpu1g6472,Rpu2g5929,Rpu3g0926,Rpu3g13059,Rbr4g2453,Rte2g2472
Cl10g00260,Rpu1g6473,Rpu2g5930,Rpu3g0925,Rpu3g13060,Rbr4g2454,Rte2g2473
Cl10g00261,Rpu1g6474,Rpu2g5931,Rpu3g0923,Rpu3g13062,Rbr4g2456,
Cl10g00262,Rpu1g6475,Rpu2g5932,,Rpu3g13063,Rbr4g2457,Rte2g2476
Cl10g00263,Rpu1g6476,Rpu2g5933,,Rpu3g13064,Rbr4g2458,Rte2g2477
Cl10g00264,Rpu1g6478,Rpu2g5935,Rpu3g0920,Rpu3g13065,Rbr4g2461,Rte2g2479
Cl10g00265,,,,,,
Cl10g00266,Rpu1g6485,,Rpu3g0917,Rpu3g13077,Rbr4g2468,
Cl10g00267,Rpu1g6486,Rpu2g5938,Rpu3g0916,Rpu3g13078,Rbr4g2469,Rte2g2482
Cl10g00268,Rpu1g6487,Rpu2g5939,Rpu3g0915,Rpu3g13079,Rbr4g2470,Rte2g2483
Cl10g00269,Rpu1g6488,,Rpu3g0914,Rpu3g13080,,
Cl10g00270,Rpu1g6489,Rpu2g5940,Rpu3g0913,Rpu3g13081,Rbr4g2471,Rte2g2484
Cl10g00271,,,,Rpu3g13084,Rbr4g2474,
Cl10g00272,Rpu1g6493,Rpu2g5943,Rpu3g0910,Rpu3g13085,Rbr4g2475,Rte2g2487
Cl10g00273,Rpu1g6494,Rpu2g5944,Rpu3g0909,Rpu3g13086,Rbr4g2476,Rte2g2488
Cl10g00274,,,,,,
Cl10g00275,Rpu1g6499,Rpu2g5948,Rpu3g0904,Rpu3g13089,Rbr4g2480,Rte2g2490
Cl10g00276,,,,,,
Cl10g00277,,,,,,
Cl10g00278,Rpu1g6501,Rpu2g5951,,Rpu3g13091,Rbr4g2482,Rte2g2492
Cl10g00279,,,Rpu3g0902,,,
Cl10g00280,Rpu1g6503,Rpu2g5955,Rpu3g0898,Rpu3g13097,Rbr4g2487,Rte2g2497
Cl10g00281,Rpu1g6504,Rpu2g5957,Rpu3g0896,Rpu3g13098,Rbr4g2488,Rte2g2498
Cl10g00282,Rpu1g6505,Rpu2g5958,Rpu3g0895,Rpu3g13099,Rbr4g2490,Rte2g2499
Cl10g00283,Rpu1g6506,Rpu2g5959,Rpu3g0894,Rpu3g13100,Rbr4g2491,Rte2g2501
Cl10g00284,,,,,,
Cl10g00285,,,,,,
Cl10g00286,Rpu1g6507,Rpu2g5963,Rpu3g0891,Rpu3g13104,Rbr4g2492,Rte2g2502
Cl10g00287,Rpu1g6509,Rpu2g5965,Rpu3g0888,Rpu3g13106,Rbr4g2496,Rte2g2503
Cl10g00288,Rpu1g6510,Rpu2g5966,Rpu3g0887,Rpu3g13108,Rbr4g2498,Rte2g2504
Cl10g00289,Rpu1g6511,Rpu2g5967,Rpu3g0886,Rpu3g13109,Rbr4g2499,Rte2g2505
Cl10g00290,Rpu1g6512,Rpu2g5968,Rpu3g0885,Rpu3g13110,Rbr4g2500,Rte2g2506
Cl10g00291,Rpu1g6516,Rpu2g5972,Rpu3g0882,Rpu3g13112,Rbr4g2501,Rte2g2507
Cl10g00292,,Rpu2g5973,Rpu3g0881,,Rbr4g2502,
