Cl10g00293,,Rpu2g5974,Rpu3g0880,Rpu3g13113,,Rte2g2508
Cl10g00294,Rpu1g6517,Rpu2g5975,Rpu3g0879,Rpu3g13114,Rbr4g2503,Rte2g2509
Cl10g00295,Rpu1g6519,Rpu2g5979,Rpu3g0876,Rpu3g13116,Rbr4g2504,Rte2g2510
Cl10g00296,Rpu1g18590,,,,,
Cl10g00297,Rpu1g6521,Rpu2g5981,Rpu3g0874,Rpu3g13118,Rbr4g2506,Rte2g2511
Cl10g00298,,,,,,
Cl10g00299,Rpu1g6523,Rpu2g5983,Rpu3g0872,Rpu3g13120,Rbr4g2508,Rte2g2513
Cl10g00300,Rpu1g6525,Rpu2g5985,Rpu3g0870,Rpu3g13122,Rbr4g2511,Rte2g2516
Cl10g00301,Rpu1g6526,Rpu2g5986,Rpu3g0869,Rpu3g13123,Rbr4g2512,Rte2g2517
Cl10g00302,Rpu1g6528,Rpu2g5987,Rpu3g0868,Rpu3g13124,Rbr4g2513,Rte2g2518
Cl10g00303,,,,,,Rte2g2519
Cl10g00304,Rpu1g6531,Rpu2g5990,Rpu3g0862,Rpu3g13128,,Rte2g2520
Cl10g00305,Rpu1g6532,Rpu2g5994,Rpu3g0861,Rpu3g13129,Rbr4g2514,Rte2g2521
Cl10g00306,Rpu1g18579,,,,,
Cl10g00307,,,,,,
Cl10g00308,Rpu1g6533,,Rpu3g0860,,Rbr4g2515,Rte2g2525
Cl10g00309,,,,,,
Cl10g00310,Rpu1g6537,Rpu2g5996,Rpu3g0856,Rpu3g13132,Rbr4g2516,Rte2g2526
Cl10g00311,Rpu1g6543,Rpu2g6001,Rpu3g0848,Rpu3g13134,Rbr4g2522,Rte2g2532
Cl10g00312,Rpu1g6544,Rpu2g6002,Rpu3g0847,Rpu3g13135,Rbr4g2524,Rte2g2534
Cl10g00313,Rpu1g6545,Rpu2g6003,Rpu3g0846,Rpu3g13136,Rbr4g2525,Rte2g2537
Cl10g00314,Rpu1g6546,Rpu2g6004,Rpu3g0845,Rpu3g13139,,Rte2g2539
Cl10g00315,Rpu1g6547,Rpu2g6005,Rpu3g0844,Rpu3g13140,Rbr4g2526,Rte2g2540
Cl10g00316,Rpu1g6550,Rpu2g6008,Rpu3g0842,Rpu3g13143,Rbr4g2529,Rte2g2548
Cl10g00317,,,,,,
Cl10g00318,Rpu1g6551,Rpu2g6009,Rpu3g0841,Rpu3g13145,Rbr4g2530,Rte2g2549
Cl10g00319,,,,,,
Cl10g00320,Rpu1g6553,Rpu2g6010,Rpu3g0839,Rpu3g13146,Rbr4g2531,Rte2g2550
Cl10g00321,Rpu1g6554,Rpu2g6011,Rpu3g0838,Rpu3g13147,Rbr4g2532,Rte2g2551
Cl10g00322,Rpu1g6556,Rpu2g6012,Rpu3g0834,Rpu3g13149,Rbr4g2533,Rte2g2553
Cl10g00323,Rpu1g6559,Rpu2g6018,Rpu3g0831,Rpu3g13152,Rbr4g2536,Rte2g2555
Cl10g00324,Rpu1g6564,Rpu2g6023,Rpu3g0828,Rpu3g13157,Rbr4g2539,Rte2g2561
Cl10g00325,Rpu1g6565,Rpu2g6024,Rpu3g0827,Rpu3g13158,Rbr4g2540,Rte2g2562
Cl10g00326,Rpu1g6566,Rpu2g6025,Rpu3g0826,Rpu3g13159,Rbr4g2541,Rte2g2563
Cl10g00327,Rpu1g6571,Rpu2g6031,Rpu3g0819,Rpu3g13163,Rbr4g2548,Rte2g2574
Cl10g00328,Rpu1g6572,Rpu2g6032,Rpu3g0818,Rpu3g13164,Rbr4g2549,Rte2g2575
Cl10g00329,,,,,,
Cl10g00330,,,,,,
Cl10g00331,Rpu1g6573,Rpu2g6033,Rpu3g0817,Rpu3g13165,Rbr4g2551,Rte2g2576
Cl10g00332,Rpu1g6574,Rpu2g6034,Rpu3g0816,Rpu3g13166,Rbr4g2552,Rte2g2577
Cl10g00333,Rpu1g6576,Rpu2g6036,Rpu3g0814,Rpu3g13168,Rbr4g2553,Rte2g2579
Cl10g00334,Rpu1g6577,Rpu2g6037,Rpu3g0813,Rpu3g13169,Rbr4g2554,Rte2g2580
Cl10g00335,Rpu1g6582,Rpu2g6042,Rpu3g0810,Rpu3g13172,Rbr4g2558,Rte2g2585
Cl10g00336,Rpu1g6583,Rpu2g6043,Rpu3g0809,Rpu3g13173,Rbr4g2559,Rte2g2586
Cl10g00337,Rpu1g6584,Rpu2g6044,Rpu3g0808,Rpu3g13174,Rbr4g2560,Rte2g2587
Cl10g00338,Rpu1g6585,Rpu2g6045,Rpu3g0807,Rpu3g13175,Rbr4g2561,Rte2g2588
Cl10g00339,Rpu1g6590,Rpu2g6046,Rpu3g0802,Rpu3g13179,Rbr4g2564,Rte2g2590
Cl10g00340,Rpu1g6591,Rpu2g6052,Rpu3g0801,Rpu3g13180,Rbr4g2565,Rte2g2591
Cl10g00341,Rpu1g6592,Rpu2g6053,Rpu3g0800,Rpu3g13181,Rbr4g2566,Rte2g2592
Cl10g00342,Rpu1g6593,Rpu2g6054,Rpu3g0799,Rpu3g13182,Rbr4g2567,Rte2g2593
Cl10g00343,,,,,,
Cl10g00344,,,,,,
Cl10g00345,Rpu1g6595,Rpu2g6055,Rpu3g0798,Rpu3g13183,Rbr4g2568,Rte2g2594
Cl10g00346,Rpu1g6596,Rpu2g6056,Rpu3g0797,Rpu3g13186,Rbr4g2569,Rte2g2596
Cl10g00347,,Rpu2g6060,,,Rbr4g2571,Rte2g2597
Cl10g00348,Rpu1g6599,Rpu2g6061,Rpu3g0795,Rpu3g13189,Rbr4g2575,Rte2g2601
Cl10g00349,Rpu1g6600,Rpu2g6062,Rpu3g0794,Rpu3g13190,Rbr4g2576,Rte2g2602
Cl10g00350,Rpu1g6601,Rpu2g6063,Rpu3g0793,Rpu3g13191,Rbr4g2577,Rte2g2603
Cl10g00351,Rpu1g6602,Rpu2g6064,,,Rbr4g2578,Rte2g2604
Cl10g00352,Rpu1g6604,Rpu2g6066,Rpu3g0791,Rpu3g13193,Rbr4g2580,Rte2g2606
Cl10g00353,Rpu1g6605,Rpu2g6067,Rpu3g0790,Rpu3g13194,Rbr4g2581,Rte2g2607
Cl10g00354,Rpu1g6606,Rpu2g6068,Rpu3g0789,Rpu3g13195,Rbr4g2582,Rte2g2608
Cl10g00355,Rpu1g6607,Rpu2g6069,Rpu3g0788,Rpu3g13196,Rbr4g2583,Rte2g2609
Cl10g00356,Rpu1g6608,Rpu2g6071,Rpu3g0786,Rpu3g13197,Rbr4g2584,Rte2g2610
Cl10g00357,,Rpu2g6126,Rpu3g0731,,Rbr4g2630,Rte2g2665
Cl10g00358,Rpu1g6657,Rpu2g6120,Rpu3g0736,Rpu3g13241,Rbr4g2626,Rte2g2662
Cl10g00359,Rpu1g6656,Rpu2g6118,Rpu3g0737,Rpu3g13240,Rbr4g2625,Rte2g2660
Cl10g00360,Rpu1g6654,Rpu2g6116,Rpu3g0739,Rpu3g13238,Rbr4g2623,Rte2g2658
Cl10g00361,Rpu1g6653,Rpu2g6115,Rpu3g0740,Rpu3g13237,Rbr4g2622,Rte2g2656
Cl10g00362,Rpu1g6652,Rpu2g6114,Rpu3g0741,Rpu3g13236,Rbr4g2621,Rte2g2655
Cl10g00363,Rpu1g6651,Rpu2g6113,Rpu3g0742,Rpu3g13235,Rbr4g2620,Rte2g2654
Cl10g00364,Rpu1g6650,Rpu2g6112,Rpu3g0743,Rpu3g13234,Rbr4g2619,Rte2g2653
Cl10g00365,Rpu1g6645,Rpu2g6109,Rpu3g0745,Rpu3g13230,Rbr4g2618,Rte2g2652
Cl10g00366,Rpu1g6644,,Rpu3g0750,Rpu3g13229,Rbr4g2617,Rte2g2651
Cl10g00367,,,,,,
Cl10g00368,,,,,,
Cl10g00369,,,,,,
Cl10g00370,,,,,,
Cl10g00371,Rpu1g6643,Rpu2g6108,Rpu3g0751,Rpu3g13228,Rbr4g2616,Rte2g2650
Cl10g00372,Rpu1g6642,Rpu2g6107,Rpu3g0752,Rpu3g13227,Rbr4g2615,Rte2g2649
Cl10g00373,Rpu1g6641,Rpu2g6106,Rpu3g0753,,Rbr4g2614,Rte2g2645
Cl10g00374,Rpu1g6638,Rpu2g6102,Rpu3g0755,Rpu3g13225,Rbr4g2612,Rte2g2643
Cl10g00375,,,,,,
Cl10g00376,Rpu1g6637,Rpu2g6101,Rpu3g0756,Rpu3g13224,Rbr4g2611,Rte2g2641
Cl10g00377,Rpu1g6636,Rpu2g6100,Rpu3g0757,Rpu3g13223,Rbr4g2610,Rte2g2640
Cl10g00378,Rpu1g6635,Rpu2g6099,Rpu3g0758,Rpu3g13222,Rbr4g2609,Rte2g2639
Cl10g00379,Rpu1g6631,,Rpu3g0761,Rpu3g13219,Rbr4g2606,Rte2g2637
Cl10g00380,Rpu1g6630,Rpu2g6094,Rpu3g0762,Rpu3g13218,Rbr4g2605,Rte2g2636
Cl10g00381,Rpu1g6629,Rpu2g6093,Rpu3g0763,Rpu3g13217,Rbr4g2604,Rte2g2635
Cl10g00382,,,,,,Rte2g2634
Cl10g00383,Rpu1g6627,Rpu2g6090,Rpu3g0766,Rpu3g13215,Rbr4g2601,Rte2g2633
Cl10g00384,,,,,,
Cl10g00385,Rpu1g6626,Rpu2g6089,Rpu3g0767,Rpu3g13214,Rbr4g2600,Rte2g2632
Cl10g00386,,,,,,
Cl10g00387,Rpu1g6624,Rpu2g6088,Rpu3g0769,Rpu3g13213,Rbr4g2599,Rte2g2628
Cl10g00388,,,Rpu3g0770,,Rbr4g2598,
Cl10g00389,Rpu1g6623,Rpu2g6087,,Rpu3g13212,,Rte2g2627
Cl10g00390,Rpu1g6622,Rpu2g6086,Rpu3g0771,Rpu3g13211,Rbr4g2597,Rte2g2626
Cl10g00391,Rpu1g6621,Rpu2g6085,Rpu3g0772,Rpu3g13210,Rbr4g2596,Rte2g2625
Cl10g00392,Rpu1g6620,Rpu2g6084,Rpu3g0773,Rpu3g13209,Rbr4g2595,Rte2g2624
Cl10g00393,Rpu1g6619,Rpu2g6083,Rpu3g0775,Rpu3g13208,Rbr4g2594,Rte2g2621
Cl10g00394,,,,,,
Cl10g00395,Rpu1g6618,Rpu2g6082,Rpu3g0776,Rpu3g13207,Rbr4g2593,Rte2g2620
Cl10g00396,Rpu1g6617,Rpu2g6080,Rpu3g0777,Rpu3g13206,Rbr4g2592,Rte2g2619
Cl10g00397,Rpu1g6616,Rpu2g6078,Rpu3g0779,Rpu3g13204,Rbr4g2591,Rte2g2618
Cl10g00398,Rpu1g6615,Rpu2g6077,Rpu3g0780,Rpu3g13203,Rbr4g2589,Rte2g2617
Cl10g00399,,Rpu2g6076,Rpu3g0781,Rpu3g13202,Rbr4g2588,Rte2g2616
Cl10g00400,Rpu1g6613,Rpu2g6075,Rpu3g0782,Rpu3g13201,,Rte2g2615
Cl10g00401,Rpu1g6611,Rpu2g6074,Rpu3g0783,Rpu3g13200,Rbr4g2587,Rte2g2614
Cl10g00402,Rpu1g6610,Rpu2g6073,Rpu3g0784,Rpu3g13199,Rbr4g2586,Rte2g2613
Cl10g00403,Rpu1g6609,Rpu2g6072,Rpu3g0785,Rpu3g13198,Rbr4g2585,Rte2g2611
Cl10g00404,,,,,,
Cl10g00405,,,,,,
Cl10g00406,Rpu1g6669,Rpu2g6130,Rpu3g0728,Rpu3g13249,Rbr4g2632,Rte2g2668
Cl10g00407,Rpu1g6672,Rpu2g6133,Rpu3g0725,Rpu3g13252,Rbr4g2635,Rte2g2671
Cl10g00408,Rpu1g6673,Rpu2g6134,Rpu3g0724,Rpu3g13253,Rbr4g2636,Rte2g2672
Cl10g00409,,,,,,
Cl10g00410,Rpu1g6674,Rpu2g6135,,Rpu3g13255,Rbr4g2641,Rte2g2674
Cl10g00411,,,Rpu3g0723,,,
Cl10g00412,Rpu1g6675,Rpu2g6136,,Rpu3g13256,Rbr4g2642,Rte2g2675
Cl10g00413,,,,,,
Cl10g00414,Rpu1g6677,Rpu2g6138,Rpu3g0721,Rpu3g13258,Rbr4g2645,Rte2g2678
Cl10g00415,Rpu1g6678,Rpu2g6139,Rpu3g0720,Rpu3g13259,Rbr4g2646,Rte2g2679
Cl10g00416,Rpu1g6679,Rpu2g6140,Rpu3g0719,Rpu3g13260,Rbr4g2647,Rte2g2680
Cl10g00417,Rpu1g6680,Rpu2g6141,Rpu3g0718,Rpu3g13261,Rbr4g2648,Rte2g2681
Cl10g00418,,,,,,
Cl10g00419,Rpu1g6681,Rpu2g6142,Rpu3g0717,Rpu3g13262,Rbr4g2649,Rte2g2682
Cl10g00420,Rpu1g6682,,Rpu3g0716,Rpu3g13263,Rbr4g2650,Rte2g2683
Cl10g00421,,,,,,Rte2g2684
Cl10g00422,Rpu1g6683,Rpu2g6145,Rpu3g0715,Rpu3g13264,Rbr4g2651,Rte2g2689
Cl10g00423,,,,,,
Cl10g00424,Rpu1g6684,Rpu2g6146,Rpu3g0714,Rpu3g13265,Rbr4g2652,Rte2g2690
Cl10g00425,Rpu1g6685,Rpu2g6147,Rpu3g0712,Rpu3g13266,Rbr4g2653,Rte2g2691
Cl10g00426,Rpu1g6688,Rpu2g6150,Rpu3g0710,,,Rte2g2696
Cl10g00427,Rpu1g6689,Rpu2g6151,Rpu3g0709,Rpu3g13269,Rbr4g2655,Rte2g2699
Cl10g00428,Rpu1g6692,Rpu2g6154,Rpu3g0705,Rpu3g13272,Rbr4g2662,Rte2g2700
Cl10g00429,Rpu1g6693,Rpu2g6155,Rpu3g0704,Rpu3g13273,Rbr4g2663,Rte2g2701
Cl10g00430,,,,,,
Cl10g00431,Rpu1g6694,Rpu2g6156,Rpu3g0703,Rpu3g13274,Rbr4g2664,Rte2g2702
Cl10g00432,Rpu1g6695,Rpu2g6157,Rpu3g0702,Rpu3g13275,Rbr4g2665,Rte2g2704
Cl10g00433,Rpu1g6697,Rpu2g6158,Rpu3g0700,Rpu3g13277,Rbr4g2666,Rte2g2705
Cl10g00434,Rpu1g6698,Rpu2g6159,Rpu3g0699,Rpu3g13278,,Rte2g2706
Cl10g00435,Rpu1g6699,Rpu2g6160,Rpu3g0698,Rpu3g13279,Rbr4g2667,Rte2g2707
Cl10g00436,Rpu1g6701,Rpu2g6162,Rpu3g0696,Rpu3g13281,Rbr4g2669,Rte2g2708
Cl10g00437,Rpu1g6702,Rpu2g6163,,Rpu3g13282,Rbr4g2670,Rte2g2709
Cl10g00438,,,,,,
Cl10g00439,,,,,,
Cl10g00440,,,,,,
Cl10g00441,,,,,,
Cl10g00442,,,Rpu3g0695,,,
Cl10g00443,Rpu1g6703,Rpu2g6164,Rpu3g0694,Rpu3g13283,Rbr4g2671,Rte2g2710
Cl10g00444,Rpu1g6706,Rpu2g6166,,,,Rte2g2713
Cl10g00445,,,Rpu3g0693,Rpu3g13285,Rbr4g2672,
Cl10g00446,Rpu1g6707,Rpu2g6167,Rpu3g0691,Rpu3g13287,Rbr4g2673,Rte2g2714
Cl10g00447,,,,,,
Cl10g00448,Rpu1g6708,Rpu2g6168,Rpu3g0690,Rpu3g13288,Rbr4g2674,
Cl10g00449,Rpu1g6709,Rpu2g6169,Rpu3g0689,Rpu3g13289,Rbr4g2675,Rte2g2715
Cl10g00450,,,,,,
Cl10g00451,Rpu1g6710,Rpu2g6170,Rpu3g0688,Rpu3g13290,Rbr4g2676,Rte2g2716
Cl10g00452,Rpu1g6711,,Rpu3g0687,Rpu3g13291,Rbr4g2677,Rte2g2717
Cl10g00453,,Rpu2g6171,,,,
Cl10g00454,Rpu1g6712,Rpu2g6172,Rpu3g0686,Rpu3g13292,Rbr4g2678,Rte2g2718
Cl10g00455,Rpu1g6713,Rpu2g6173,Rpu3g0685,Rpu3g13294,Rbr4g2679,
Cl10g00456,Rpu1g6714,Rpu2g6174,Rpu3g0684,Rpu3g13296,Rbr4g2680,Rte2g2719
Cl10g00457,Rpu1g6717,Rpu2g6180,,Rpu3g13300,Rbr4g2682,Rte2g2722
Cl10g00458,,,,,,
Cl10g00459,Rpu1g6718,Rpu2g6181,,Rpu3g13301,Rbr4g2683,Rte2g2723
Cl10g00460,,,,,,
Cl10g00461,Rpu1g6719,Rpu2g6182,,Rpu3g13302,Rbr4g2684,Rte2g2724
Cl10g00462,Rpu1g6721,Rpu2g6184,,Rpu3g13304,Rbr4g2685,Rte2g2725
Cl10g00463,Rpu1g6722,Rpu2g6185,,Rpu3g13305,Rbr4g2686,Rte2g2726
Cl10g00464,Rpu1g6723,Rpu2g6186,,Rpu3g13306,Rbr4g2687,Rte2g2727
Cl10g00465,Rpu1g6724,Rpu2g6187,,Rpu3g13307,Rbr4g2690,Rte2g2729
Cl10g00466,,,,,,
Cl10g00467,Rpu1g6725,Rpu2g6188,,Rpu3g13308,Rbr4g2691,Rte2g2730
Cl10g00468,Rpu1g6726,Rpu2g6189,,Rpu3g13309,Rbr4g2692,Rte2g2731
Cl10g00469,Rpu1g6727,Rpu2g6191,,Rpu3g13310,Rbr4g2693,Rte2g2732
Cl10g00470,Rpu1g6730,Rpu2g6192,,Rpu3g13311,Rbr4g2694,Rte2g2733
Cl10g00471,Rpu1g6731,Rpu2g6193,,Rpu3g13312,Rbr4g2695,Rte2g2734
Cl10g00472,Rpu1g6732,Rpu2g6194,,Rpu3g13313,Rbr4g2696,Rte2g2736
Cl10g00473,Rpu1g6733,Rpu2g6195,,Rpu3g13314,Rbr4g2697,Rte2g2738
Cl10g00474,Rpu1g6734,Rpu2g6196,,,Rbr4g2698,Rte2g2739
Cl10g00475,,,,,,
Cl10g00476,Rpu1g6735,Rpu2g6197,,Rpu3g13315,Rbr4g2699,Rte2g2740
Cl10g00477,Rpu1g6736,Rpu2g6198,,Rpu3g13316,Rbr4g2700,Rte2g2741
Cl10g00478,Rpu1g6737,Rpu2g6199,,Rpu3g13317,Rbr4g2701,Rte2g2742
Cl10g00479,Rpu1g6741,Rpu2g6200,,Rpu3g13318,Rbr4g2703,Rte2g2743
Cl10g00480,Rpu1g6742,Rpu2g6201,,Rpu3g13319,Rbr4g2704,Rte2g2744
Cl10g00481,Rpu1g6743,Rpu2g6202,,Rpu3g13320,Rbr4g2705,Rte2g2745
Cl10g00482,Rpu1g6744,Rpu2g6203,,Rpu3g13321,Rbr4g2706,Rte2g2746
Cl10g00483,,,,,,
Cl10g00484,,,,,,
Cl10g00485,,,,,,
Cl10g00486,,,,,,
Cl10g00487,Rpu1g6747,Rpu2g6205,Rpu3g0002,Rpu3g13324,Rbr4g2708,Rte2g2748
Cl10g00488,Rpu1g6748,Rpu2g6206,Rpu3g0003,,Rbr4g2709,Rte2g2749
Cl10g00489,Rpu1g6752,Rpu2g6209,Rpu3g0006,Rpu3g13327,,Rte2g2751
Cl10g00490,,,,,,
Cl10g00491,Rpu1g6753,Rpu2g6210,,Rpu3g13328,Rbr4g2712,Rte2g2752
Cl10g00492,Rpu1g6754,Rpu2g6211,Rpu3g0007,Rpu3g13330,Rbr4g2713,Rte2g2753
Cl10g00493,Rpu1g6756,Rpu2g6212,Rpu3g0009,Rpu3g13331,Rbr4g2715,Rte2g2756
Cl10g00494,Rpu1g6758,Rpu2g6214,Rpu3g0011,Rpu3g13333,Rbr4g2716,Rte2g2757
Cl10g00495,Rpu1g6760,Rpu2g6215,Rpu3g0012,Rpu3g13335,Rbr4g2718,Rte2g2758
Cl10g00496,Rpu1g6761,Rpu2g6216,Rpu3g0013,Rpu3g13336,Rbr4g2719,Rte2g2759
Cl10g00497,Rpu1g6762,Rpu2g6217,Rpu3g0014,Rpu3g13337,Rbr4g2720,Rte2g2760
Cl10g00498,,,,,,
Cl10g00499,Rpu1g6764,Rpu2g6219,Rpu3g0015,Rpu3g13339,Rbr4g2722,Rte2g2763
Cl10g00500,Rpu1g6765,Rpu2g6220,Rpu3g0016,Rpu3g13340,Rbr4g2724,Rte2g2764
Cl10g00501,Rpu1g6767,Rpu2g6224,Rpu3g0018,Rpu3g13345,Rbr4g2726,Rte2g2766
Cl10g00502,Rpu1g6768,Rpu2g6225,Rpu3g0019,Rpu3g13346,Rbr4g2727,Rte2g2767
Cl10g00503,Rpu1g6769,Rpu2g6226,Rpu3g0020,Rpu3g13347,Rbr4g2728,Rte2g2768
Cl10g00504,,Rpu2g6228,,,,
Cl10g00505,Rpu1g6771,,,Rpu3g13349,Rbr4g2730,Rte2g2770
Cl10g00506,Rpu1g6772,Rpu2g6230,Rpu3g0022,Rpu3g13350,Rbr4g2733,Rte2g2771
Cl10g00507,,,,,,
Cl10g00508,,,,,,
Cl10g00509,Rpu1g6773,Rpu2g6273,Rpu3g0024,Rpu3g13351,,Rte2g2772
Cl10g00510,Rpu1g6774,Rpu2g6272,Rpu3g0025,Rpu3g13352,Rbr4g2734,Rte2g2773
Cl10g00511,Rpu1g6775,Rpu2g6271,Rpu3g0026,Rpu3g13353,Rbr4g2735,Rte2g2774
Cl10g00512,Rpu1g6776,Rpu2g6270,Rpu3g0027,Rpu3g13354,Rbr4g2736,Rte2g2775
Cl10g00513,Rpu1g6777,Rpu2g6269,Rpu3g0028,Rpu3g13355,Rbr4g2737,Rte2g2776
Cl10g00514,Rpu1g6778,Rpu2g6268,Rpu3g0029,Rpu3g13356,Rbr4g2738,Rte2g2777
Cl10g00515,Rpu1g6779,Rpu2g6267,Rpu3g0030,Rpu3g13357,Rbr4g2739,Rte2g2778
Cl10g00516,Rpu1g6780,Rpu2g6266,Rpu3g0031,Rpu3g13358,Rbr4g2740,Rte2g2779
Cl10g00517,Rpu1g6781,Rpu2g6265,Rpu3g0032,Rpu3g13359,Rbr4g2741,Rte2g2780
Cl10g00518,,,,,,
Cl10g00519,Rpu1g6783,,Rpu3g0034,Rpu3g13361,Rbr4g2743,Rte2g2782
Cl10g00520,,,,,,
Cl10g00521,,,,,,
Cl10g00522,,Rpu2g6263,,,,
Cl10g00523,Rpu1g6784,Rpu2g6262,,,Rbr4g2744,Rte2g2783
Cl10g00524,,,,,Rbr4g2745,Rte2g2784
Cl10g00525,Rpu1g6785,Rpu2g6261,Rpu3g0035,Rpu3g13362,Rbr4g2746,Rte2g2785
Cl10g00526,Rpu1g6786,Rpu2g6260,Rpu3g0036,Rpu3g13363,Rbr4g2747,Rte2g2793
Cl10g00527,Rpu1g6790,Rpu2g6257,Rpu3g0041,Rpu3g13367,Rbr4g2753,
Cl10g00528,Rpu1g6791,Rpu2g6256,Rpu3g0042,Rpu3g13369,Rbr4g2756,Rte2g2794
Cl10g00529,Rpu1g6795,Rpu2g6252,Rpu3g0047,Rpu3g13373,Rbr4g2761,Rte2g2797
Cl10g00530,Rpu1g6798,Rpu2g6249,Rpu3g0051,Rpu3g13376,Rbr4g2763,Rte2g2798
Cl10g00531,Rpu1g6799,Rpu2g6248,Rpu3g0052,Rpu3g13377,Rbr4g2764,Rte2g2800
Cl10g00532,Rpu1g6800,Rpu2g6247,Rpu3g0053,Rpu3g13378,Rbr4g2765,Rte2g2801
Cl10g00533,Rpu1g6801,Rpu2g6246,Rpu3g0054,Rpu3g13379,Rbr4g2766,Rte2g2802
Cl10g00534,Rpu1g6805,Rpu2g6245,Rpu3g0056,Rpu3g13382,Rbr4g2767,Rte2g2804
Cl10g00535,,Rpu2g6244,,Rpu3g13383,Rbr4g2770,Rte2g2805
Cl10g00536,Rpu1g6806,Rpu2g6242,,Rpu3g13384,Rbr4g2771,Rte2g2806
Cl10g00537,,,,,,
Cl10g00538,Rpu1g6807,Rpu2g6241,Rpu3g0057,Rpu3g13385,,Rte2g2807
Cl10g00539,Rpu1g6808,,Rpu3g0058,Rpu3g13386,Rbr4g2772,Rte2g2808
Cl10g00540,Rpu1g6810,,Rpu3g0060,Rpu3g13388,Rbr4g2774,Rte2g2810
Cl10g00541,Rpu1g6811,Rpu2g6240,Rpu3g0061,Rpu3g13389,Rbr4g2775,Rte2g2811
Cl10g00542,Rpu1g6812,Rpu2g6239,Rpu3g0062,Rpu3g13390,Rbr4g2776,Rte2g2813
Cl10g00543,,,,,,
Cl10g00544,Rpu1g6813,,Rpu3g0063,Rpu3g13391,Rbr4g2777,Rte2g2814
Cl10g00545,Rpu1g6814,,Rpu3g0064,Rpu3g13392,Rbr4g2778,Rte2g2815
Cl10g00546,,,,,,
Cl10g00547,,,,,,
Cl10g00548,Rpu1g6817,Rpu2g6236,Rpu3g0066,Rpu3g13394,Rbr4g2780,Rte2g2817
Cl10g00549,Rpu1g6820,Rpu2g6275,Rpu3g0068,Rpu3g13399,Rbr4g2782,Rte2g2818
Cl10g00550,Rpu1g6821,Rpu2g6276,Rpu3g0069,Rpu3g13400,Rbr4g2783,Rte2g2819
Cl10g00551,Rpu1g6822,Rpu2g6277,Rpu3g0070,Rpu3g13401,Rbr4g2784,Rte2g2820
Cl10g00552,Rpu1g6823,Rpu2g6279,Rpu3g0071,Rpu3g13402,Rbr4g2785,Rte2g2821
Cl10g00553,Rpu1g6826,Rpu2g6281,Rpu3g0073,Rpu3g13405,Rbr4g2787,Rte2g2822
Cl10g00554,Rpu1g6827,Rpu2g6282,Rpu3g0074,Rpu3g13406,Rbr4g2788,Rte2g2823
Cl10g00555,Rpu1g6830,Rpu2g6285,Rpu3g0077,Rpu3g13408,Rbr4g2793,Rte2g2826
Cl10g00556,,,,,,
Cl10g00557,Rpu1g6832,Rpu2g6287,Rpu3g0078,Rpu3g13410,Rbr4g2794,Rte2g2828
Cl10g00558,,,,,Rbr4g2795,
Cl10g00559,,,,,,
Cl10g00560,Rpu1g6833,Rpu2g6288,Rpu3g0079,Rpu3g13411,Rbr4g2796,Rte2g2829
Cl10g00561,Rpu1g6836,Rpu2g6290,Rpu3g0080,Rpu3g13414,Rbr4g2799,Rte2g2832
Cl10g00562,,,,,,
Cl10g00563,Rpu1g6839,Rpu2g6296,Rpu3g0087,Rpu3g13423,Rbr4g2804,Rte2g2835
Cl10g00564,Rpu1g6848,Rpu2g6299,Rpu3g0089,Rpu3g13427,Rbr4g2807,Rte2g2836
Cl10g00565,,,,,,
Cl10g00566,Rpu1g6849,Rpu2g6300,Rpu3g0090,,Rbr4g2811,Rte2g2838
Cl10g00567,Rpu1g6850,Rpu2g6301,Rpu3g0091,Rpu3g13428,Rbr4g2812,Rte2g2839
Cl10g00568,Rpu1g6851,Rpu2g6302,Rpu3g0092,Rpu3g13429,Rbr4g2813,Rte2g2840
Cl10g00569,Rpu1g6852,Rpu2g6303,Rpu3g0093,Rpu3g13430,Rbr4g2814,Rte2g2841
Cl10g00570,,,,,,
Cl10g00571,,,,,,
Cl10g00572,,,,,,
Cl10g00573,Rpu1g6853,Rpu2g6304,Rpu3g0094,Rpu3g13431,Rbr4g2815,Rte2g2842
Cl10g00574,Rpu1g6854,Rpu2g6305,Rpu3g0095,Rpu3g13432,Rbr4g2816,Rte2g2843
Cl10g00575,Rpu1g6856,Rpu2g6307,Rpu3g0097,Rpu3g13434,Rbr4g2819,Rte2g2845
Cl10g00576,Rpu1g6857,Rpu2g6308,Rpu3g0098,Rpu3g13435,Rbr4g2820,Rte2g2846
Cl10g00577,Rpu1g6859,Rpu2g6309,Rpu3g0100,Rpu3g13437,Rbr4g2821,Rte2g2847
Cl10g00578,Rpu1g6861,Rpu2g6311,Rpu3g0102,Rpu3g13439,Rbr4g2823,Rte2g2849
Cl10g00579,Rpu1g6862,Rpu2g6312,Rpu3g0103,Rpu3g13440,Rbr4g2824,Rte2g2850
Cl10g00580,Rpu1g6863,Rpu2g6313,Rpu3g0104,Rpu3g13441,Rbr4g2825,Rte2g2851
Cl10g00581,Rpu1g6864,Rpu2g6314,Rpu3g0105,Rpu3g13442,Rbr4g2826,Rte2g2852
Cl10g00582,,,,,,
Cl10g00583,,,,,,
Cl10g00584,Rpu1g2233,Rpu2g4897,Rpu3g1965,Rpu3g12003,Rbr4g1421,Rte2g1425
